volt,rotate,pressure,vibration,failure
185.482043159849,461.2111373884,87.4531993937035,28.2168642489851,0
155.172891984548,456.320443770701,96.0907824963647,32.5225880273507,0
167.576901822763,444.250226219278,105.874349024278,41.6019232387484,0
169.710846851775,463.646726919115,95.9298765790749,38.4003719193556,0
148.224722380268,443.557393243683,85.5172919173242,48.9042076503997,0
169.814157242943,502.854079708206,95.9430260118942,45.7465244910744,0
198.659369254173,476.339611866616,106.111506695719,41.6941045603674,0
196.874271519236,439.064184872108,97.1765645075473,39.6890211165624,0
176.217853015625,418.504078221616,113.077935462083,45.0876857639276,0
162.62815407684,429.21632245004,98.6807837323404,43.4828794586702,0
171.020311793194,396.254697236796,101.927716288853,40.940543259936,0
190.679420129264,429.356683688464,89.9553161447328,48.2763237473184,0
180.485982712729,466.744761400709,92.1555861748904,39.9615106544524,0
180.018034786209,426.765496326856,96.9447246540338,45.3722993381245,0
187.973067261535,401.767243368047,103.367542847118,41.7050739262077,0
173.282264380532,458.885948412996,83.2135059783488,51.1246938498346,0
176.558913227898,424.624162077636,76.0053324677532,43.7670485187174,0
176.171706268259,365.809248671689,94.2511588198056,40.3017262945772,0
162.314458921005,424.540949191905,129.113721796846,52.591977836453,0
159.379319749954,409.419216735562,111.735732732922,44.1040383481438,0
171.404215158513,576.923563024815,97.1454004900318,47.7259090635625,0
184.307298774331,491.259532136577,106.203054867832,42.4381952026326,0
136.878588459334,492.08841963376,149.003582009094,22.9732894818614,0
184.690464203092,518.437203569105,111.200839844154,31.7886774613033,0
164.039258919931,389.69957660777,113.61997542331,29.7751085314272,0
191.071984103885,421.317772837674,139.24850813522,42.785022531454,0
191.649670453423,383.200891058584,85.6305765279063,52.1691062423781,0
156.244773430629,406.449439065184,95.7205837624638,43.6691282678503,0
185.482043159849,461.2111373884,87.4531993937035,28.2168642489851,0
180.977479043672,413.706431444499,97.2040607120786,27.6028521799877,0
136.878588459334,492.08841963376,149.003582009094,22.9732894818614,0
194.16765091402,535.302327152818,84.0714341782855,35.6546402984353,0
167.307080405009,484.238569118872,114.977801807613,50.9132878222697,0
172.034276174683,431.398373821284,99.4412113090457,41.4962595519414,0
179.97975336137,387.218183113651,100.019749944877,37.327584996604,0
143.697721627687,520.365706000364,96.4889936150931,37.2987955846531,0
164.522506154094,467.171652671755,86.9032898590157,35.8451129610343,0
223.853296420621,397.30812673297,102.874438112839,42.9838076641919,0
175.763399500623,484.644272617607,102.56236664017,45.1230660960485,0
173.968011984864,360.123537160008,97.7680532596287,36.5378122070348,0
165.826671996114,373.914498729065,118.363351053113,48.9859099209831,0
178.05306499265,381.134168144834,110.193941102862,43.5767015101196,0
153.466527050321,387.95372452825,89.3628962647417,35.4577259111083,0
196.342349637693,406.850327275333,88.2513736234579,31.5565221126161,0
197.906461106651,469.8863321289,113.121822368717,37.9063023686393,0
187.155986842978,382.20316453342,108.833007770451,26.6449134890878,0
161.633746951014,462.698035079505,90.3773906639463,49.4534141249351,0
172.394187840539,394.464191185504,103.233453675168,39.1449365761083,0
161.194392467013,367.942045672014,127.774288408512,42.2109413551172,0
176.558913227898,424.624162077636,76.0053324677532,43.7670485187174,0
176.217853015625,418.504078221616,113.077935462083,45.0876857639276,0
170.810357195139,551.574071514507,105.314394524194,38.4474914170241,0
157.429417466749,526.444778074411,105.264629548995,42.7577604254341,0
156.006391259751,519.497905070656,105.878295046245,42.5222447713166,0
158.865539696713,463.154856907362,90.7652059772741,40.6751160527062,0
187.489605241079,443.209039429435,101.054716550381,33.7022811824653,0
157.766282946506,448.389754128771,98.7361045907736,34.1857524698689,0
150.455887718585,481.785991181245,95.060092880651,45.3449631553518,0
176.657074348839,494.752644002637,91.3750049336752,36.0215419101899,0
179.301174510987,441.944164718758,92.0103463489889,40.2191636162669,0
203.584686830772,362.394684734633,94.2249695341725,30.7526678742553,0
188.242011621863,408.938299378236,106.538796544268,39.5156313981252,0
172.117186338486,459.317107869742,88.2584051452688,42.7179353144999,0
174.107006011178,380.44998297604,100.749836490151,43.1854983691287,0
167.639991704778,376.739783272586,139.337870211979,38.1206571414297,0
168.35938142842,437.767679130013,86.0063900208692,42.4154285927599,0
180.467555644018,435.355256655734,102.655467373095,40.1169953175855,0
168.664547138454,504.012526568402,94.7828609116902,42.9624197793657,0
157.783777649598,423.603828284872,103.66448177119,44.1027252827594,0
186.315897036024,426.768114630839,115.130968703532,40.9507226382513,0
178.290159243614,468.798739973735,153.42215706937,42.0774656324509,0
190.355691841252,485.286306175962,96.6507512351406,42.2824022474297,0
181.859393701813,483.215400581282,82.4637349227425,37.8498561672057,0
150.138448514275,421.747438433003,100.174935402937,40.3670373692076,0
162.367868929342,557.820104572322,126.269838323217,45.5831187421362,0
165.082899409118,452.283576233897,84.5917221010114,40.2988025325544,0
158.421260631685,500.830885474464,119.750672891401,45.5713439695152,0
174.475534906489,483.60866481675,107.143516076057,31.6301315950459,0
159.379319749954,409.419216735562,111.735732732922,44.1040383481438,0
169.015921450719,454.934203150897,118.628605650252,34.9105210802997,0
178.325075466153,438.451314919143,109.822203846898,37.9632641527418,0
152.469770648277,397.844507604999,96.2255572289133,43.310258591623,0
164.039258919931,389.69957660777,113.61997542331,29.7751085314272,0
203.13525691795,452.90040238789,98.4358691126379,35.1653590640383,0
169.710846851775,463.646726919115,95.9298765790749,38.4003719193556,0
179.950556750464,451.390723975417,111.23372537605,42.2630204148929,0
166.702054279016,474.025744441109,102.521395349785,38.881852593603,0
158.421260631685,500.830885474464,119.750672891401,45.5713439695152,0
